path,source_status,subsystem,include_or_exclude,reason,target_commit,validation
dropin-earth/scripts/atomic-workflow-monitor.ts,untracked,X unapproved-or-unclassified,exclude,no explicit Phase R0 allowlist rule,EXCLUDED,path_and_boundary_reviewed
dropin-earth/scripts/check-pocc-ahin.ts,untracked,X legacy-production-automation,exclude,"legacy phase, deploy, testnet, or production automation is excluded",EXCLUDED,path_and_boundary_reviewed
dropin-earth/scripts/cron-local.sh,untracked,X legacy-production-automation,exclude,"legacy phase, deploy, testnet, or production automation is excluded",EXCLUDED,path_and_boundary_reviewed
dropin-earth/scripts/deploy-canopyproof.sh,tracked_modified,X legacy-production-automation,exclude,"legacy phase, deploy, testnet, or production automation is excluded",EXCLUDED,path_and_boundary_reviewed
dropin-earth/scripts/deploy-notify.py,untracked,X legacy-production-automation,exclude,"legacy phase, deploy, testnet, or production automation is excluded",EXCLUDED,path_and_boundary_reviewed
dropin-earth/scripts/deploy-production.ts,untracked,X legacy-production-automation,exclude,"legacy phase, deploy, testnet, or production automation is excluded",EXCLUDED,path_and_boundary_reviewed
dropin-earth/scripts/e2e-demo.ts,untracked,X legacy-production-automation,exclude,"legacy phase, deploy, testnet, or production automation is excluded",EXCLUDED,path_and_boundary_reviewed
dropin-earth/scripts/e2e-dual-track.ts,untracked,X legacy-production-automation,exclude,"legacy phase, deploy, testnet, or production automation is excluded",EXCLUDED,path_and_boundary_reviewed
dropin-earth/scripts/final-launch-attestation.ts,untracked,X unapproved-or-unclassified,exclude,no explicit Phase R0 allowlist rule,EXCLUDED,path_and_boundary_reviewed
dropin-earth/scripts/notify-slack-telegram.ts,untracked,X legacy-production-automation,exclude,"legacy phase, deploy, testnet, or production automation is excluded",EXCLUDED,path_and_boundary_reviewed
dropin-earth/scripts/phase16-production-readiness.ts,untracked,X legacy-production-automation,exclude,"legacy phase, deploy, testnet, or production automation is excluded",EXCLUDED,path_and_boundary_reviewed
dropin-earth/scripts/phase16-ui-proof-deploy-ops.ts,untracked,X legacy-production-automation,exclude,"legacy phase, deploy, testnet, or production automation is excluded",EXCLUDED,path_and_boundary_reviewed
dropin-earth/scripts/phase17-production-readiness.ts,untracked,X legacy-production-automation,exclude,"legacy phase, deploy, testnet, or production automation is excluded",EXCLUDED,path_and_boundary_reviewed
dropin-earth/scripts/production-launch-gate.ts,untracked,X legacy-production-automation,exclude,"legacy phase, deploy, testnet, or production automation is excluded",EXCLUDED,path_and_boundary_reviewed
dropin-earth/scripts/randomness-sybil-monitor.ts,untracked,X legacy-production-automation,exclude,"legacy phase, deploy, testnet, or production automation is excluded",EXCLUDED,path_and_boundary_reviewed
dropin-earth/scripts/record-pocc-ahin.py,untracked,X legacy-production-automation,exclude,"legacy phase, deploy, testnet, or production automation is excluded",EXCLUDED,path_and_boundary_reviewed
dropin-earth/scripts/seed-phase16-data.ts,untracked,X legacy-production-automation,exclude,"legacy phase, deploy, testnet, or production automation is excluded",EXCLUDED,path_and_boundary_reviewed
dropin-earth/scripts/seed-testdata.ts,untracked,X legacy-production-automation,exclude,"legacy phase, deploy, testnet, or production automation is excluded",EXCLUDED,path_and_boundary_reviewed
dropin-earth/scripts/smoke-test.ts,untracked,X unapproved-or-unclassified,exclude,no explicit Phase R0 allowlist rule,EXCLUDED,path_and_boundary_reviewed
dropin-earth/scripts/start-dev.sh,untracked,X legacy-production-automation,exclude,"legacy phase, deploy, testnet, or production automation is excluded",EXCLUDED,path_and_boundary_reviewed
dropin-earth/scripts/start-phase16-cron.sh,untracked,X legacy-production-automation,exclude,"legacy phase, deploy, testnet, or production automation is excluded",EXCLUDED,path_and_boundary_reviewed
dropin-earth/scripts/start-phase16-full.sh,untracked,X legacy-production-automation,exclude,"legacy phase, deploy, testnet, or production automation is excluded",EXCLUDED,path_and_boundary_reviewed
dropin-earth/scripts/start-phase16-local-dashboard.sh,untracked,X legacy-production-automation,exclude,"legacy phase, deploy, testnet, or production automation is excluded",EXCLUDED,path_and_boundary_reviewed
dropin-earth/scripts/start-phase16-local.sh,untracked,X legacy-production-automation,exclude,"legacy phase, deploy, testnet, or production automation is excluded",EXCLUDED,path_and_boundary_reviewed
dropin-earth/scripts/start-prod.sh,untracked,X legacy-production-automation,exclude,"legacy phase, deploy, testnet, or production automation is excluded",EXCLUDED,path_and_boundary_reviewed
dropin-earth/scripts/start-testnet.sh,untracked,X legacy-production-automation,exclude,"legacy phase, deploy, testnet, or production automation is excluded",EXCLUDED,path_and_boundary_reviewed
dropin-earth/services/ahin-collector/db/schema.sql,untracked,X non-R0-service,exclude,separate AHIN collector service is not required for the append-only bridge contract,EXCLUDED,path_and_boundary_reviewed
dropin-earth/services/ahin-collector/Dockerfile,untracked,X non-R0-service,exclude,separate AHIN collector service is not required for the append-only bridge contract,EXCLUDED,path_and_boundary_reviewed
dropin-earth/services/ahin-collector/package.json,untracked,X non-R0-service,exclude,separate AHIN collector service is not required for the append-only bridge contract,EXCLUDED,path_and_boundary_reviewed
dropin-earth/services/ahin-collector/src/event-parser.ts,untracked,X non-R0-service,exclude,separate AHIN collector service is not required for the append-only bridge contract,EXCLUDED,path_and_boundary_reviewed
dropin-earth/services/ahin-collector/src/heartline-writer.ts,untracked,X non-R0-service,exclude,separate AHIN collector service is not required for the append-only bridge contract,EXCLUDED,path_and_boundary_reviewed
dropin-earth/services/ahin-collector/src/index.ts,untracked,X non-R0-service,exclude,separate AHIN collector service is not required for the append-only bridge contract,EXCLUDED,path_and_boundary_reviewed
dropin-earth/services/ahin-collector/src/mqtt-consumer.ts,untracked,X non-R0-service,exclude,separate AHIN collector service is not required for the append-only bridge contract,EXCLUDED,path_and_boundary_reviewed
dropin-earth/services/ahin-collector/src/root-aggregator.ts,untracked,X non-R0-service,exclude,separate AHIN collector service is not required for the append-only bridge contract,EXCLUDED,path_and_boundary_reviewed
dropin-earth/services/ahin-collector/src/types.ts,untracked,X non-R0-service,exclude,separate AHIN collector service is not required for the append-only bridge contract,EXCLUDED,path_and_boundary_reviewed
dropin-earth/services/ahin-collector/tsconfig.json,untracked,X non-R0-service,exclude,separate AHIN collector service is not required for the append-only bridge contract,EXCLUDED,path_and_boundary_reviewed
dropin-earth/services/api/package.json,tracked_modified,S shared-build-plumbing,include,shared manifest must evolve minimally with each independently validated authority slice,PENDING_S_SHARED_BUILD_PLUMBING,pending_clean_replay
dropin-earth/services/api/prisma/canopyproof-os.sql,untracked,H trust-kernel-postgres,include,"canonical trust, governance, proof, audit, or PostgreSQL authority; additive migration or rollback",PENDING_H_TRUST_KERNEL_POSTGRES,pending_clean_replay
dropin-earth/services/api/prisma/early-warning-authority.rollback.sql,untracked,H trust-kernel-postgres,include,"canonical trust, governance, proof, audit, or PostgreSQL authority; additive migration or rollback",PENDING_H_TRUST_KERNEL_POSTGRES,pending_clean_replay
dropin-earth/services/api/prisma/early-warning-authority.sql,untracked,H trust-kernel-postgres,include,"canonical trust, governance, proof, audit, or PostgreSQL authority; additive migration or rollback",PENDING_H_TRUST_KERNEL_POSTGRES,pending_clean_replay
dropin-earth/services/api/prisma/environmental-proof-lifecycle.rollback.sql,untracked,H trust-kernel-postgres,include,"canonical trust, governance, proof, audit, or PostgreSQL authority; additive migration or rollback",PENDING_H_TRUST_KERNEL_POSTGRES,pending_clean_replay
dropin-earth/services/api/prisma/environmental-proof-lifecycle.sql,untracked,H trust-kernel-postgres,include,"canonical trust, governance, proof, audit, or PostgreSQL authority; additive migration or rollback",PENDING_H_TRUST_KERNEL_POSTGRES,pending_clean_replay
dropin-earth/services/api/prisma/esg-metric-authority.rollback.sql,untracked,H trust-kernel-postgres,include,"canonical trust, governance, proof, audit, or PostgreSQL authority; additive migration or rollback",PENDING_H_TRUST_KERNEL_POSTGRES,pending_clean_replay
dropin-earth/services/api/prisma/esg-metric-authority.sql,untracked,H trust-kernel-postgres,include,"canonical trust, governance, proof, audit, or PostgreSQL authority; additive migration or rollback",PENDING_H_TRUST_KERNEL_POSTGRES,pending_clean_replay
dropin-earth/services/api/prisma/esg-reporting-authority.rollback.sql,untracked,H trust-kernel-postgres,include,"canonical trust, governance, proof, audit, or PostgreSQL authority; additive migration or rollback",PENDING_H_TRUST_KERNEL_POSTGRES,pending_clean_replay
dropin-earth/services/api/prisma/esg-reporting-authority.sql,untracked,H trust-kernel-postgres,include,"canonical trust, governance, proof, audit, or PostgreSQL authority; additive migration or rollback",PENDING_H_TRUST_KERNEL_POSTGRES,pending_clean_replay
dropin-earth/services/api/prisma/evidence-device-attestation-adapters.rollback.sql,untracked,G evidence-orchestration,include,authority code or validation owned by its dependency-complete subsystem,PENDING_G_EVIDENCE_ORCHESTRATION,pending_clean_replay
dropin-earth/services/api/prisma/evidence-device-attestation-adapters.sql,untracked,G evidence-orchestration,include,authority code or validation owned by its dependency-complete subsystem,PENDING_G_EVIDENCE_ORCHESTRATION,pending_clean_replay
dropin-earth/services/api/prisma/evidence-media-adapters.rollback.sql,untracked,G evidence-orchestration,include,"existing evidence metadata, media, visual, or observation orchestration; additive migration or rollback",PENDING_G_EVIDENCE_ORCHESTRATION,pending_clean_replay
dropin-earth/services/api/prisma/evidence-media-adapters.sql,untracked,G evidence-orchestration,include,"existing evidence metadata, media, visual, or observation orchestration; additive migration or rollback",PENDING_G_EVIDENCE_ORCHESTRATION,pending_clean_replay
dropin-earth/services/api/prisma/evidence-metadata-adapters.rollback.sql,untracked,G evidence-orchestration,include,"existing evidence metadata, media, visual, or observation orchestration; additive migration or rollback",PENDING_G_EVIDENCE_ORCHESTRATION,pending_clean_replay
dropin-earth/services/api/prisma/evidence-metadata-adapters.sql,untracked,G evidence-orchestration,include,"existing evidence metadata, media, visual, or observation orchestration; additive migration or rollback",PENDING_G_EVIDENCE_ORCHESTRATION,pending_clean_replay
dropin-earth/services/api/prisma/evidence-metadata-orchestration.rollback.sql,untracked,G evidence-orchestration,include,authority code or validation owned by its dependency-complete subsystem,PENDING_G_EVIDENCE_ORCHESTRATION,pending_clean_replay
dropin-earth/services/api/prisma/evidence-metadata-orchestration.sql,untracked,G evidence-orchestration,include,authority code or validation owned by its dependency-complete subsystem,PENDING_G_EVIDENCE_ORCHESTRATION,pending_clean_replay
dropin-earth/services/api/prisma/evidence-metadata-retention.rollback.sql,untracked,G evidence-orchestration,include,"existing evidence metadata, media, visual, or observation orchestration; additive migration or rollback",PENDING_G_EVIDENCE_ORCHESTRATION,pending_clean_replay
dropin-earth/services/api/prisma/evidence-metadata-retention.sql,untracked,G evidence-orchestration,include,"existing evidence metadata, media, visual, or observation orchestration; additive migration or rollback",PENDING_G_EVIDENCE_ORCHESTRATION,pending_clean_replay
dropin-earth/services/api/prisma/evidence-offline-community.rollback.sql,untracked,E mobile-sync-authority,include,governed mobile sync and current-authority admission; additive migration or rollback,PENDING_E_MOBILE_SYNC_AUTHORITY,pending_clean_replay
dropin-earth/services/api/prisma/evidence-offline-community.sql,untracked,E mobile-sync-authority,include,governed mobile sync and current-authority admission; additive migration or rollback,PENDING_E_MOBILE_SYNC_AUTHORITY,pending_clean_replay
dropin-earth/services/api/prisma/funding-accountability-authority.rollback.sql,untracked,H trust-kernel-postgres,include,"canonical trust, governance, proof, audit, or PostgreSQL authority; additive migration or rollback",PENDING_H_TRUST_KERNEL_POSTGRES,pending_clean_replay
dropin-earth/services/api/prisma/funding-accountability-authority.sql,untracked,H trust-kernel-postgres,include,"canonical trust, governance, proof, audit, or PostgreSQL authority; additive migration or rollback",PENDING_H_TRUST_KERNEL_POSTGRES,pending_clean_replay
dropin-earth/services/api/prisma/global-command-center-publishing-authority.rollback.sql,untracked,C global-command-center,include,privacy-minimized global command center authority; additive migration or rollback,PENDING_C_GLOBAL_COMMAND_CENTER,pending_clean_replay
dropin-earth/services/api/prisma/global-command-center-publishing-authority.sql,untracked,C global-command-center,include,privacy-minimized global command center authority; additive migration or rollback,PENDING_C_GLOBAL_COMMAND_CENTER,pending_clean_replay
dropin-earth/services/api/prisma/global-command-center-spatial-disclosure-authority.rollback.sql,untracked,C global-command-center,include,privacy-minimized global command center authority; additive migration or rollback,PENDING_C_GLOBAL_COMMAND_CENTER,pending_clean_replay
dropin-earth/services/api/prisma/global-command-center-spatial-disclosure-authority.sql,untracked,C global-command-center,include,privacy-minimized global command center authority; additive migration or rollback,PENDING_C_GLOBAL_COMMAND_CENTER,pending_clean_replay
dropin-earth/services/api/prisma/mobile-sync-admission.rollback.sql,untracked,E mobile-sync-authority,include,governed mobile sync and current-authority admission; additive migration or rollback,PENDING_E_MOBILE_SYNC_AUTHORITY,pending_clean_replay
dropin-earth/services/api/prisma/mobile-sync-admission.sql,untracked,E mobile-sync-authority,include,governed mobile sync and current-authority admission; additive migration or rollback,PENDING_E_MOBILE_SYNC_AUTHORITY,pending_clean_replay
dropin-earth/services/api/prisma/mrv-graph.rollback.sql,untracked,H trust-kernel-postgres,include,"canonical trust, governance, proof, audit, or PostgreSQL authority; additive migration or rollback",PENDING_H_TRUST_KERNEL_POSTGRES,pending_clean_replay
dropin-earth/services/api/prisma/mrv-graph.sql,untracked,H trust-kernel-postgres,include,"canonical trust, governance, proof, audit, or PostgreSQL authority; additive migration or rollback",PENDING_H_TRUST_KERNEL_POSTGRES,pending_clean_replay
dropin-earth/services/api/prisma/nasa-gibs.rollback.sql,untracked,G evidence-orchestration,include,"existing evidence metadata, media, visual, or observation orchestration; additive migration or rollback",PENDING_G_EVIDENCE_ORCHESTRATION,pending_clean_replay
dropin-earth/services/api/prisma/nasa-gibs.sql,untracked,G evidence-orchestration,include,"existing evidence metadata, media, visual, or observation orchestration; additive migration or rollback",PENDING_G_EVIDENCE_ORCHESTRATION,pending_clean_replay
dropin-earth/services/api/prisma/organization-accreditation-authority.rollback.sql,untracked,H trust-kernel-postgres,include,"canonical trust, governance, proof, audit, or PostgreSQL authority; additive migration or rollback",PENDING_H_TRUST_KERNEL_POSTGRES,pending_clean_replay
dropin-earth/services/api/prisma/organization-accreditation-authority.sql,untracked,H trust-kernel-postgres,include,"canonical trust, governance, proof, audit, or PostgreSQL authority; additive migration or rollback",PENDING_H_TRUST_KERNEL_POSTGRES,pending_clean_replay
dropin-earth/services/api/prisma/organization-lifecycle-authority.rollback.sql,untracked,H trust-kernel-postgres,include,"canonical trust, governance, proof, audit, or PostgreSQL authority; additive migration or rollback",PENDING_H_TRUST_KERNEL_POSTGRES,pending_clean_replay
dropin-earth/services/api/prisma/organization-lifecycle-authority.sql,untracked,H trust-kernel-postgres,include,"canonical trust, governance, proof, audit, or PostgreSQL authority; additive migration or rollback",PENDING_H_TRUST_KERNEL_POSTGRES,pending_clean_replay
dropin-earth/services/api/prisma/project-lifecycle-authority.rollback.sql,untracked,H trust-kernel-postgres,include,"canonical trust, governance, proof, audit, or PostgreSQL authority; additive migration or rollback",PENDING_H_TRUST_KERNEL_POSTGRES,pending_clean_replay
dropin-earth/services/api/prisma/project-lifecycle-authority.sql,untracked,H trust-kernel-postgres,include,"canonical trust, governance, proof, audit, or PostgreSQL authority; additive migration or rollback",PENDING_H_TRUST_KERNEL_POSTGRES,pending_clean_replay
dropin-earth/services/api/prisma/project-lifecycle-source-resolver.rollback.sql,untracked,H trust-kernel-postgres,include,"canonical trust, governance, proof, audit, or PostgreSQL authority; additive migration or rollback",PENDING_H_TRUST_KERNEL_POSTGRES,pending_clean_replay
dropin-earth/services/api/prisma/project-lifecycle-source-resolver.sql,untracked,H trust-kernel-postgres,include,"canonical trust, governance, proof, audit, or PostgreSQL authority; additive migration or rollback",PENDING_H_TRUST_KERNEL_POSTGRES,pending_clean_replay
dropin-earth/services/api/prisma/public-transparency-authority.rollback.sql,untracked,H trust-kernel-postgres,include,"canonical trust, governance, proof, audit, or PostgreSQL authority; additive migration or rollback",PENDING_H_TRUST_KERNEL_POSTGRES,pending_clean_replay
dropin-earth/services/api/prisma/public-transparency-authority.sql,untracked,H trust-kernel-postgres,include,"canonical trust, governance, proof, audit, or PostgreSQL authority; additive migration or rollback",PENDING_H_TRUST_KERNEL_POSTGRES,pending_clean_replay
dropin-earth/services/api/prisma/public-transparency-explorer.rollback.sql,untracked,I validation-coverage,include,cross-authority PostgreSQL composition depends on the final trust-registry integration root,PENDING_I_VALIDATION_COVERAGE,pending_clean_replay
dropin-earth/services/api/prisma/public-transparency-explorer.sql,untracked,I validation-coverage,include,cross-authority PostgreSQL composition depends on the final trust-registry integration root,PENDING_I_VALIDATION_COVERAGE,pending_clean_replay
dropin-earth/services/api/prisma/root-governance-authority.rollback.sql,untracked,H trust-kernel-postgres,include,"canonical trust, governance, proof, audit, or PostgreSQL authority; additive migration or rollback",PENDING_H_TRUST_KERNEL_POSTGRES,pending_clean_replay
dropin-earth/services/api/prisma/root-governance-authority.sql,untracked,H trust-kernel-postgres,include,"canonical trust, governance, proof, audit, or PostgreSQL authority; additive migration or rollback",PENDING_H_TRUST_KERNEL_POSTGRES,pending_clean_replay
dropin-earth/services/api/prisma/seed.ts,tracked_modified,X seed-or-legacy-coordination,exclude,seed and legacy PoCC runtime are outside clean authority integration,EXCLUDED,path_and_boundary_reviewed
dropin-earth/services/api/prisma/visual-evidence-intelligence.rollback.sql,untracked,G evidence-orchestration,include,"existing evidence metadata, media, visual, or observation orchestration; additive migration or rollback",PENDING_G_EVIDENCE_ORCHESTRATION,pending_clean_replay
dropin-earth/services/api/prisma/visual-evidence-intelligence.sql,untracked,G evidence-orchestration,include,"existing evidence metadata, media, visual, or observation orchestration; additive migration or rollback",PENDING_G_EVIDENCE_ORCHESTRATION,pending_clean_replay
dropin-earth/services/api/src/app.ts,tracked_modified,I validation-coverage,include,mixed tracked entrypoint must be reconstructed from the committed base with approved CanopyProof routes only,PENDING_I_VALIDATION_COVERAGE,pending_clean_replay
dropin-earth/services/api/src/domain/analytics-insight/analytics-insight-service.ts,untracked,X legacy-api-domain,exclude,legacy non-CanopyProof API domain modification is outside Phase R0,EXCLUDED,path_and_boundary_reviewed
dropin-earth/services/api/src/domain/canopyproof/agents.ts,untracked,H trust-kernel-postgres,include,"canonical trust, governance, proof, audit, or PostgreSQL authority",PENDING_H_TRUST_KERNEL_POSTGRES,pending_clean_replay
dropin-earth/services/api/src/domain/canopyproof/audit-attestations.ts,untracked,H trust-kernel-postgres,include,"canonical trust, governance, proof, audit, or PostgreSQL authority",PENDING_H_TRUST_KERNEL_POSTGRES,pending_clean_replay
dropin-earth/services/api/src/domain/canopyproof/audit-export-manifests.ts,untracked,H trust-kernel-postgres,include,"canonical trust, governance, proof, audit, or PostgreSQL authority",PENDING_H_TRUST_KERNEL_POSTGRES,pending_clean_replay
dropin-earth/services/api/src/domain/canopyproof/authorization-binding.ts,untracked,H trust-kernel-postgres,include,"canonical trust, governance, proof, audit, or PostgreSQL authority",PENDING_H_TRUST_KERNEL_POSTGRES,pending_clean_replay
dropin-earth/services/api/src/domain/canopyproof/aws-kms-managed-signature-verifier.ts,untracked,F verify-only-security,include,verify-only KMS or edge security and observability boundary,PENDING_F_VERIFY_ONLY_SECURITY,pending_clean_replay
dropin-earth/services/api/src/domain/canopyproof/canonical-organization-accreditation-resolver.ts,untracked,H trust-kernel-postgres,include,"canonical trust, governance, proof, audit, or PostgreSQL authority",PENDING_H_TRUST_KERNEL_POSTGRES,pending_clean_replay
dropin-earth/services/api/src/domain/canopyproof/canonical-project-lifecycle-resolver.ts,untracked,H trust-kernel-postgres,include,"canonical trust, governance, proof, audit, or PostgreSQL authority",PENDING_H_TRUST_KERNEL_POSTGRES,pending_clean_replay
dropin-earth/services/api/src/domain/canopyproof/certificate-transparency.ts,untracked,H trust-kernel-postgres,include,"canonical trust, governance, proof, audit, or PostgreSQL authority",PENDING_H_TRUST_KERNEL_POSTGRES,pending_clean_replay
dropin-earth/services/api/src/domain/canopyproof/challenge-cases.ts,untracked,H trust-kernel-postgres,include,"canonical trust, governance, proof, audit, or PostgreSQL authority",PENDING_H_TRUST_KERNEL_POSTGRES,pending_clean_replay
dropin-earth/services/api/src/domain/canopyproof/data-quality.ts,untracked,H trust-kernel-postgres,include,"canonical trust, governance, proof, audit, or PostgreSQL authority",PENDING_H_TRUST_KERNEL_POSTGRES,pending_clean_replay
dropin-earth/services/api/src/domain/canopyproof/database-audit-transparency.ts,untracked,H trust-kernel-postgres,include,"canonical trust, governance, proof, audit, or PostgreSQL authority",PENDING_H_TRUST_KERNEL_POSTGRES,pending_clean_replay
dropin-earth/services/api/src/domain/canopyproof/device-attestation-adapter.ts,untracked,G evidence-orchestration,include,device attestation and effective media form one cyclic evidence-orchestration authority boundary,PENDING_G_EVIDENCE_ORCHESTRATION,pending_clean_replay
dropin-earth/services/api/src/domain/canopyproof/early-warning-authority.ts,untracked,H trust-kernel-postgres,include,"canonical trust, governance, proof, audit, or PostgreSQL authority",PENDING_H_TRUST_KERNEL_POSTGRES,pending_clean_replay
dropin-earth/services/api/src/domain/canopyproof/early-warning-postgres.ts,untracked,H trust-kernel-postgres,include,"canonical trust, governance, proof, audit, or PostgreSQL authority",PENDING_H_TRUST_KERNEL_POSTGRES,pending_clean_replay
dropin-earth/services/api/src/domain/canopyproof/early-warning.ts,untracked,H trust-kernel-postgres,include,"canonical trust, governance, proof, audit, or PostgreSQL authority",PENDING_H_TRUST_KERNEL_POSTGRES,pending_clean_replay
dropin-earth/services/api/src/domain/canopyproof/environmental-proof-authority.ts,untracked,H trust-kernel-postgres,include,"canonical trust, governance, proof, audit, or PostgreSQL authority",PENDING_H_TRUST_KERNEL_POSTGRES,pending_clean_replay
dropin-earth/services/api/src/domain/canopyproof/environmental-proof-challenge-authority.ts,untracked,H trust-kernel-postgres,include,"canonical trust, governance, proof, audit, or PostgreSQL authority",PENDING_H_TRUST_KERNEL_POSTGRES,pending_clean_replay
dropin-earth/services/api/src/domain/canopyproof/environmental-proof-lifecycle-authority.ts,untracked,H trust-kernel-postgres,include,"canonical trust, governance, proof, audit, or PostgreSQL authority",PENDING_H_TRUST_KERNEL_POSTGRES,pending_clean_replay
dropin-earth/services/api/src/domain/canopyproof/environmental-proof-lifecycle-postgres.ts,untracked,H trust-kernel-postgres,include,"canonical trust, governance, proof, audit, or PostgreSQL authority",PENDING_H_TRUST_KERNEL_POSTGRES,pending_clean_replay
dropin-earth/services/api/src/domain/canopyproof/esg-metric-authority.ts,untracked,H trust-kernel-postgres,include,"canonical trust, governance, proof, audit, or PostgreSQL authority",PENDING_H_TRUST_KERNEL_POSTGRES,pending_clean_replay
dropin-earth/services/api/src/domain/canopyproof/esg-metric-postgres.ts,untracked,H trust-kernel-postgres,include,"canonical trust, governance, proof, audit, or PostgreSQL authority",PENDING_H_TRUST_KERNEL_POSTGRES,pending_clean_replay
dropin-earth/services/api/src/domain/canopyproof/esg-reporting-authority.ts,untracked,H trust-kernel-postgres,include,"canonical trust, governance, proof, audit, or PostgreSQL authority",PENDING_H_TRUST_KERNEL_POSTGRES,pending_clean_replay
dropin-earth/services/api/src/domain/canopyproof/esg-reporting-postgres.ts,untracked,H trust-kernel-postgres,include,"canonical trust, governance, proof, audit, or PostgreSQL authority",PENDING_H_TRUST_KERNEL_POSTGRES,pending_clean_replay
dropin-earth/services/api/src/domain/canopyproof/esg-reporting.ts,untracked,H trust-kernel-postgres,include,"canonical trust, governance, proof, audit, or PostgreSQL authority",PENDING_H_TRUST_KERNEL_POSTGRES,pending_clean_replay
dropin-earth/services/api/src/domain/canopyproof/evidence-custody-authority.ts,untracked,H trust-kernel-postgres,include,"canonical trust, governance, proof, audit, or PostgreSQL authority",PENDING_H_TRUST_KERNEL_POSTGRES,pending_clean_replay
dropin-earth/services/api/src/domain/canopyproof/evidence-device-attestation-adapter-authority.ts,untracked,G evidence-orchestration,include,device attestation and effective media form one cyclic evidence-orchestration authority boundary,PENDING_G_EVIDENCE_ORCHESTRATION,pending_clean_replay
dropin-earth/services/api/src/domain/canopyproof/evidence-device-attestation-adapter-orchestrator.ts,untracked,G evidence-orchestration,include,device attestation and effective media form one cyclic evidence-orchestration authority boundary,PENDING_G_EVIDENCE_ORCHESTRATION,pending_clean_replay
dropin-earth/services/api/src/domain/canopyproof/evidence-device-attestation-adapter-postgres.ts,untracked,I validation-coverage,include,cross-authority PostgreSQL composition depends on the final trust-registry integration root,PENDING_I_VALIDATION_COVERAGE,pending_clean_replay
dropin-earth/services/api/src/domain/canopyproof/evidence-media-adapter-authority.ts,untracked,G evidence-orchestration,include,"existing evidence metadata, media, visual, or observation orchestration",PENDING_G_EVIDENCE_ORCHESTRATION,pending_clean_replay
dropin-earth/services/api/src/domain/canopyproof/evidence-media-adapter-orchestrator.ts,untracked,G evidence-orchestration,include,"existing evidence metadata, media, visual, or observation orchestration",PENDING_G_EVIDENCE_ORCHESTRATION,pending_clean_replay
dropin-earth/services/api/src/domain/canopyproof/evidence-media-authority.ts,untracked,G evidence-orchestration,include,"existing evidence metadata, media, visual, or observation orchestration",PENDING_G_EVIDENCE_ORCHESTRATION,pending_clean_replay
dropin-earth/services/api/src/domain/canopyproof/evidence-metadata-adapter-authority.ts,untracked,G evidence-orchestration,include,"existing evidence metadata, media, visual, or observation orchestration",PENDING_G_EVIDENCE_ORCHESTRATION,pending_clean_replay
dropin-earth/services/api/src/domain/canopyproof/evidence-metadata-orchestration-authority.ts,untracked,G evidence-orchestration,include,"existing evidence metadata, media, visual, or observation orchestration",PENDING_G_EVIDENCE_ORCHESTRATION,pending_clean_replay
dropin-earth/services/api/src/domain/canopyproof/evidence-metadata-orchestration-postgres.ts,untracked,I validation-coverage,include,cross-authority PostgreSQL composition depends on the final trust-registry integration root,PENDING_I_VALIDATION_COVERAGE,pending_clean_replay
dropin-earth/services/api/src/domain/canopyproof/evidence-metadata-orchestrator.ts,untracked,G evidence-orchestration,include,"existing evidence metadata, media, visual, or observation orchestration",PENDING_G_EVIDENCE_ORCHESTRATION,pending_clean_replay
dropin-earth/services/api/src/domain/canopyproof/evidence-metadata-retention-authority.ts,untracked,G evidence-orchestration,include,"existing evidence metadata, media, visual, or observation orchestration",PENDING_G_EVIDENCE_ORCHESTRATION,pending_clean_replay
dropin-earth/services/api/src/domain/canopyproof/evidence-metadata-retention-postgres.ts,untracked,G evidence-orchestration,include,"existing evidence metadata, media, visual, or observation orchestration",PENDING_G_EVIDENCE_ORCHESTRATION,pending_clean_replay
dropin-earth/services/api/src/domain/canopyproof/evidence-network.ts,untracked,H trust-kernel-postgres,include,"canonical trust, governance, proof, audit, or PostgreSQL authority",PENDING_H_TRUST_KERNEL_POSTGRES,pending_clean_replay
dropin-earth/services/api/src/domain/canopyproof/evidence-offline-community-authority.ts,untracked,E mobile-sync-authority,include,governed mobile sync and current-authority admission,PENDING_E_MOBILE_SYNC_AUTHORITY,pending_clean_replay
dropin-earth/services/api/src/domain/canopyproof/evidence-offline-community-postgres.ts,untracked,E mobile-sync-authority,include,governed mobile sync and current-authority admission,PENDING_E_MOBILE_SYNC_AUTHORITY,pending_clean_replay
dropin-earth/services/api/src/domain/canopyproof/evidence-registry.ts,untracked,H trust-kernel-postgres,include,"canonical trust, governance, proof, audit, or PostgreSQL authority",PENDING_H_TRUST_KERNEL_POSTGRES,pending_clean_replay
dropin-earth/services/api/src/domain/canopyproof/evidence-review-authority.ts,untracked,G evidence-orchestration,include,authority code or validation owned by its dependency-complete subsystem,PENDING_G_EVIDENCE_ORCHESTRATION,pending_clean_replay
dropin-earth/services/api/src/domain/canopyproof/evidence-verification-authority.ts,untracked,H trust-kernel-postgres,include,"canonical trust, governance, proof, audit, or PostgreSQL authority",PENDING_H_TRUST_KERNEL_POSTGRES,pending_clean_replay
dropin-earth/services/api/src/domain/canopyproof/fixed-http-malware-scanner-provider.ts,untracked,G evidence-orchestration,include,authority code or validation owned by its dependency-complete subsystem,PENDING_G_EVIDENCE_ORCHESTRATION,pending_clean_replay
